timestamp,channel_1,channel_2,channel_3,channel_4
102.0,212.53851448185742,-26.022223891690373,-20.453512857668102,256.55339706037194
102.0,-171.46693316847086,-5.381716036237776,-3.8446171544492245,-197.17874536383897
103.0,242.2669792296365,-19.245525171980262,-19.65317426715046,-687.2571055074222
103.0,-73.69098872691393,-30.371727540157735,-30.16977294255048,-1088.7465854506008
104.0,-305.64706377871335,-6.7804386196658015,-4.282185449264944,-1349.410132562276
104.0,165.4082952402532,-7.992166205309331,-2.176621774211526,-1755.7259533982724
105.0,93.40026149339974,-26.298976488411427,-29.900500145740807,-1865.7986888941377
105.0,-340.0541433710605,-18.736898778006434,-15.748718713410199,-1399.3228373709135
106.0,3.0442785639315844,-6.0548980282619596,1.1144901867955923,-974.3729650056921
106.0,211.9513501888141,-24.642200808040798,-24.50382450968027,-734.1217918521725
107.0,-258.95441283192486,-26.856221581809223,-29.059022655710578,-320.61040350142866
107.0,-171.99425906222314,-1.5557983815670013,-0.13837629836052656,-210.70222360361367
108.0,244.2603459060192,-24.466425510123372,-14.11438243277371,-684.3699027416296
108.0,-80.54996524564922,-33.86105419881642,-30.9401923334226,-1092.8230764023028
109.0,-307.6591299548745,-15.191473620012403,-3.653882256709039,-1348.78182936972
109.0,169.69048068951815,-11.612389362417161,-1.8736898778006434,-1756.7469460861757
110.0,94.92988057527691,-28.004370868206024,-21.194013048894703,-1862.5935946321115
110.0,-346.44189249537885,-9.439507488161325,-10.85318967141211,-1402.9318408281542
111.0,5.564971134066582,0.643262792378664,8.07070410437882,-970.816320147831
111.0,218.42137711215764,-23.662347019650042,-15.202693319879472,-734.2489484506659
112.0,-260.02402421925217,-25.69311269558966,-23.77828391827643,-321.16764859482646
112.0,-163.2989916652441,-5.879122730344534,0.8788764895871282,-198.90283924341202
113.0,256.0036317668855,-19.443739869631827,-10.198707179166377,-679.27615900198
113.0,-78.12651007436216,-26.639307384379208,-25.72677179519087,-1098.7321183322929
114.0,-298.75816806033254,-6.013759128749371,2.6328895688056946,-1344.3986666216515
114.0,175.46488622110337,-10.4492804761976,0.8826163895428181,-1746.1854686113074
115.0,93.61717569082975,-26.11946129053831,-19.432520169764757,-1863.6071075201035
115.0,-344.8374754143879,-15.008218522183597,-8.05574450455606,-1391.1735953674652
116.0,14.533251227810979,3.335990760475397,9.701300485059619,-955.0601216345094
116.0,211.38662529550493,-18.344209282658994,-12.517445151694119,-728.3660858203657
117.0,-249.71685994137079,-25.150827202014625,-13.534697939641774,-312.01611340325326
117.0,-159.95178120490164,-3.2013543620705605,10.84570987150073,-187.58216207753867
118.0,256.81145015731454,-14.802524024620652,-4.5290188463404775,-669.6720959157683
118.0,-77.8160983780399,-25.592135396786034,-21.964432439766824,-1095.2914103730582
119.0,-290.2910345606506,-4.356983448378742,7.565817610360682,-1326.361129135359
119.0,177.28621749952435,-11.956460158340633,1.3388841841369867,-1746.5370192071423
120.0,95.29639077093452,-35.73848397657275,-26.59816848486662,-1867.399366075173
120.0,-349.15331996325403,-17.177360496483743,-10.83075027167797,-1394.722760425415
121.0,13.538437839597464,-8.302577901631594,1.533358981832862,-958.6392058921047
121.0,208.12543253414333,-21.73255864251405,-20.748964954167604,-732.8876248667948
122.0,-257.7239857465029,-19.013651374727488,-10.359522877261043,-318.9685874208808
122.0,-147.54279315192252,-0.7405001912266016,20.449772957712412,-180.45017286203802
123.0,252.50682530831546,-9.215113490819931,-10.666194673627615,301.7014693254605
123.0,-84.39832230005413,-27.551842973567545,-14.615529026836157,-122.84823374450207
124.0,-294.651757908985,-4.600076945498586,10.696113873273134,-346.7261248920113
124.0,184.5640628132969,-0.6918814918026328,4.0054328525438905,-751.5347660458647
125.0,92.16235460806638,-31.067348931916058,-24.728218507021666,-888.8077939194627
125.0,-343.6033084290102,-14.166741032153368,-4.297145049087703,-415.83947607316077
126.0,20.034644062630832,-5.449034235440195,6.294251625426114,28.281123464927077
